time,unix,hex,rat,channel,msg,summary,len
"2026-07-29 16:56:36",1.785333396923E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=2850 PCI=2",36
"2026-07-29 16:56:36",1.785333396923E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=200 PCI=7",36
"2026-07-29 16:56:36",1.785333396923E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:36",1.785333396923E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=466 earfcn=200 sfn=8101 tac=0x1E94 cid=0xBE8EF65 band=1 plmn=250-02,250-11",26
"2026-07-29 16:56:36",1.785333396923E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=200 PCI=7 RSRP=-90 RSRQ=0 RSSI=-85",40
"2026-07-29 16:56:36",1.785333396923E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=200 PCI=5",36
"2026-07-29 16:56:36",1.785333396923E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:36",1.785333396923E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=224 earfcn=200 sfn=24645 tac=0x1E94 cid=0xBE8EF66 band=1 plmn=250-02,250-11",26
"2026-07-29 16:56:36",1.785333396923E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=200 PCI=5 RSRP=-94 RSRQ=0 RSSI=-85",40
"2026-07-29 16:56:36",1.785333396923E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=200 PCI=0",36
"2026-07-29 16:56:36",1.785333396923E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=100 PCI=133",36
"2026-07-29 16:56:36",1.785333396923E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:36",1.785333396923E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=174 earfcn=100 sfn=2181 tac=0x4D07 cid=0xBF2E935 band=1 plmn=250-20",22
"2026-07-29 16:56:36",1.785333396923E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=100 PCI=133 RSRP=-89 RSRQ=0 RSSI=-87",40
"2026-07-29 16:56:36",1.785333396923E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=100 PCI=132",36
"2026-07-29 16:56:36",1.785333396923E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:36",1.785333396923E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=18 earfcn=100 sfn=28325 tac=0x4E3D cid=0xBEBF834 band=1 plmn=250-20",22
"2026-07-29 16:56:36",1.785333396923E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=100 PCI=132 RSRP=-99 RSRQ=0 RSSI=-91",40
"2026-07-29 16:56:36",1.785333396923E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=6413 PCI=133",36
"2026-07-29 16:56:36",1.785333396923E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:36",1.785333396923E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=141 earfcn=6413 sfn=62757 tac=0x0D96 cid=0xBEBE801 band=20 plmn=250-99",22
"2026-07-29 16:56:36",1.785333396923E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=6413 PCI=133 RSRP=-85 RSRQ=0 RSSI=-87",40
"2026-07-29 16:56:36",1.785333396923E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=6413 PCI=0",36
"2026-07-29 16:56:36",1.785333396923E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=6413 PCI=135",36
"2026-07-29 16:56:36",1.785333396923E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:38",1.785333398463E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=6413 PCI=2",36
"2026-07-29 16:56:38",1.785333398463E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=6350 PCI=132",36
"2026-07-29 16:56:38",1.785333398463E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:38",1.785333398463E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=83 earfcn=6350 sfn=10565 tac=0x1E94 cid=0xC0A590D band=20 plmn=250-02,250-11",26
"2026-07-29 16:56:38",1.785333398463E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=6350 PCI=132 RSRP=-102 RSRQ=0 RSSI=-95",40
"2026-07-29 16:56:38",1.785333398463E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=6350 PCI=132",36
"2026-07-29 16:56:38",1.785333398463E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:38",1.785333398463E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=82 earfcn=6350 sfn=27109 tac=0x1E94 cid=0xC0A590B band=20 plmn=250-02,250-11",26
"2026-07-29 16:56:38",1.785333398463E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=6350 PCI=132 RSRP=-110 RSRQ=0 RSSI=-95",40
"2026-07-29 16:56:38",1.785333398463E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=6350 PCI=134",36
"2026-07-29 16:56:38",1.785333398463E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:38",1.785333398463E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=6350 PCI=134",36
"2026-07-29 16:56:38",1.785333398463E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=6350 PCI=1",36
"2026-07-29 16:56:38",1.785333398463E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=6350 PCI=132",36
"2026-07-29 16:56:38",1.785333398463E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:38",1.785333398463E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=6350 PCI=1",36
"2026-07-29 16:56:38",1.785333398463E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=6350 PCI=0",36
"2026-07-29 16:56:38",1.785333398463E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=38750 PCI=132",36
"2026-07-29 16:56:38",1.785333398463E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:38",1.785333398463E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=113 earfcn=38750 sfn=48325 tac=0x4E3D cid=0xBF7B020 band=40 plmn=250-20",22
"2026-07-29 16:56:38",1.785333398463E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=38750 PCI=132 RSRP=-112 RSRQ=0 RSSI=-91",40
"2026-07-29 16:56:39",1.785333399991E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:39",1.785333399991E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=120 earfcn=38750 sfn=64869 tac=0x4E3D cid=0xBF7B021 band=40 plmn=250-20",22
"2026-07-29 16:56:39",1.785333399991E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=38750 PCI=132 RSRP=-112 RSRQ=0 RSSI=-91",40
"2026-07-29 16:56:39",1.785333399991E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=38750 PCI=0",36
"2026-07-29 16:56:39",1.785333399991E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=38750 PCI=3",36
"2026-07-29 16:56:39",1.785333399991E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=6200 PCI=132",36
"2026-07-29 16:56:39",1.785333399991E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:39",1.785333399991E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=3 earfcn=6200 sfn=7205 tac=0x4D07 cid=0xBF2E953 band=20 plmn=250-20",22
"2026-07-29 16:56:39",1.785333399991E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=6200 PCI=132 RSRP=-75 RSRQ=0 RSSI=-77",40
"2026-07-29 16:56:39",1.785333399991E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=1275 PCI=133",36
"2026-07-29 16:56:39",1.785333399991E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:39",1.785333399991E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=174 earfcn=1275 sfn=7429 tac=0x4D07 cid=0xBF2E90D band=3 plmn=250-20",22
"2026-07-29 16:56:39",1.785333399991E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=1275 PCI=133 RSRP=-72 RSRQ=0 RSSI=-79",40
"2026-07-29 16:56:39",1.785333399991E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=1275 PCI=133",36
"2026-07-29 16:56:39",1.785333399991E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:39",1.785333399991E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=1275 PCI=0",36
"2026-07-29 16:56:39",1.785333399991E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=3200 PCI=133",36
"2026-07-29 16:56:39",1.785333399991E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:39",1.785333399991E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=130 earfcn=3200 sfn=50789 tac=0x458E cid=0x316DF02 band=7 plmn=250-01",18
"2026-07-29 16:56:39",1.785333399991E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=3200 PCI=133 RSRP=-82 RSRQ=0 RSSI=-82",40
"2026-07-29 16:56:41",1.78533340152E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=3200 PCI=2",36
"2026-07-29 16:56:41",1.78533340152E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=3638 PCI=133",36
"2026-07-29 16:56:41",1.78533340152E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:41",1.78533340152E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=173 earfcn=3638 sfn=34885 tac=0x458E cid=0x316DF1C band=8 plmn=250-01",18
"2026-07-29 16:56:41",1.78533340152E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=3638 PCI=133 RSRP=-73 RSRQ=0 RSSI=-78",40
"2026-07-29 16:56:41",1.78533340152E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=1596 PCI=133",36
"2026-07-29 16:56:41",1.78533340152E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:41",1.78533340152E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=157 earfcn=1596 sfn=15589 tac=0x1E94 cid=0xBE8EFC9 band=3 plmn=250-02,250-11",26
"2026-07-29 16:56:41",1.78533340152E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=1596 PCI=133 RSRP=-80 RSRQ=0 RSSI=-81",40
"2026-07-29 16:56:41",1.78533340152E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=1596 PCI=134",36
"2026-07-29 16:56:41",1.78533340152E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:41",1.78533340152E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=275 earfcn=1596 sfn=15813 tac=0x1E94 cid=0xBE8EFCA band=3 plmn=250-02,250-11",26
"2026-07-29 16:56:41",1.78533340152E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=1596 PCI=134 RSRP=-89 RSRQ=0 RSSI=-81",40
"2026-07-29 16:56:41",1.78533340152E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=1596 PCI=135",36
"2026-07-29 16:56:41",1.78533340152E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:41",1.78533340152E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=447 earfcn=1596 sfn=12261 tac=0x1E94 cid=0xC00A4CB band=3 plmn=250-02,250-11",26
"2026-07-29 16:56:41",1.78533340152E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=1596 PCI=135 RSRP=-85 RSRQ=0 RSSI=-81",40
"2026-07-29 16:56:41",1.78533340152E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=1596 PCI=3",36
"2026-07-29 16:56:41",1.78533340152E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=1596 PCI=2",36
"2026-07-29 16:56:41",1.78533340152E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=6275 PCI=134",36
"2026-07-29 16:56:41",1.78533340152E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:41",1.78533340152E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=278 earfcn=6275 sfn=36005 tac=0x458E cid=0x316DF08 band=20 plmn=250-01",18
"2026-07-29 16:56:41",1.78533340152E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=6275 PCI=134 RSRP=-76 RSRQ=0 RSSI=-83",40
"2026-07-29 16:56:41",1.78533340152E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=6275 PCI=133",36
"2026-07-29 16:56:41",1.78533340152E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:43",1.78533340306E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:43",1.78533340306E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=455 earfcn=38100 sfn=53253 tac=0x458E cid=0x316DF16 band=38 plmn=250-01",26
"2026-07-29 16:56:43",1.78533340306E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=38100 PCI=135 RSRP=-86 RSRQ=0 RSSI=-79",40
"2026-07-29 16:56:43",1.78533340306E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=38100 PCI=135",36
"2026-07-29 16:56:43",1.78533340306E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:43",1.78533340306E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=391 earfcn=38100 sfn=4293 tac=0x458E cid=0x316DF15 band=38 plmn=250-01",26
"2026-07-29 16:56:43",1.78533340306E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=38100 PCI=135 RSRP=-98 RSRQ=0 RSSI=-80",40
"2026-07-29 16:56:43",1.78533340306E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=38100 PCI=2",36
"2026-07-29 16:56:43",1.78533340306E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=38100 PCI=3",36
"2026-07-29 16:56:43",1.78533340306E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=3400 PCI=135",36
"2026-07-29 16:56:43",1.78533340306E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:43",1.78533340306E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=468 earfcn=3400 sfn=60709 tac=0x4D07 cid=0xBF2E917 band=7 plmn=250-20",22
"2026-07-29 16:56:43",1.78533340306E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=3400 PCI=135 RSRP=-84 RSRQ=0 RSSI=-85",40
"2026-07-29 16:56:43",1.78533340306E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=3400 PCI=132",36
"2026-07-29 16:56:43",1.78533340306E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:44",1.785333404601E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:44",1.785333404601E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=389 earfcn=38948 sfn=5637 tac=0x4CF7 cid=0xBF79222 band=40 plmn=250-20",22
"2026-07-29 16:56:44",1.785333404601E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=38948 PCI=135 RSRP=-114 RSRQ=0 RSSI=-94",40
"2026-07-29 16:56:44",1.785333404601E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=38948 PCI=134",36
"2026-07-29 16:56:44",1.785333404601E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:44",1.785333404601E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=268 earfcn=38948 sfn=38565 tac=0x4E3D cid=0xBF7B023 band=40 plmn=250-20",22
"2026-07-29 16:56:44",1.785333404601E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=38948 PCI=134 RSRP=-119 RSRQ=0 RSSI=-94",40
"2026-07-29 16:56:44",1.785333404601E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=38948 PCI=134",36
"2026-07-29 16:56:44",1.785333404601E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:44",1.785333404601E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=38948 PCI=0",36
"2026-07-29 16:56:44",1.785333404601E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=38948 PCI=2",36
"2026-07-29 16:56:44",1.785333404601E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=39146 PCI=132",36
"2026-07-29 16:56:44",1.785333404601E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:44",1.785333404601E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=113 earfcn=39146 sfn=6565 tac=0x4E3D cid=0xBF7B026 band=40 plmn=250-20",22
"2026-07-29 16:56:44",1.785333404601E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=39146 PCI=132 RSRP=-118 RSRQ=0 RSSI=-94",40
"2026-07-29 16:56:44",1.785333404601E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=39146 PCI=132",36
"2026-07-29 16:56:44",1.785333404601E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:44",1.785333404601E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=120 earfcn=39146 sfn=7013 tac=0x4E3D cid=0xBF7B027 band=40 plmn=250-20",22
"2026-07-29 16:56:44",1.785333404601E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=39146 PCI=132 RSRP=-119 RSRQ=0 RSSI=-95",40
"2026-07-29 16:56:44",1.785333404601E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=39146 PCI=135",36
"2026-07-29 16:56:44",1.785333404601E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:44",1.785333404601E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=491 earfcn=39146 sfn=7269 tac=0x4CF7 cid=0xBF79225 band=40 plmn=250-20",22
"2026-07-29 16:56:44",1.785333404601E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=39146 PCI=135 RSRP=-122 RSRQ=0 RSSI=-94",40
"2026-07-29 16:56:44",1.785333404601E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=39146 PCI=0",36
"2026-07-29 16:56:44",1.785333404601E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=39146 PCI=1",36
"2026-07-29 16:56:44",1.785333404601E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=39146 PCI=1",36
"2026-07-29 16:56:44",1.785333404601E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=1721 PCI=132",36
"2026-07-29 16:56:44",1.785333404601E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:44",1.785333404601E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=123 earfcn=1721 sfn=40805 tac=0x458E cid=0x316DF05 band=3 plmn=250-01",18
"2026-07-29 16:56:44",1.785333404601E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=1721 PCI=132 RSRP=-70 RSRQ=0 RSSI=-76",40
"2026-07-29 16:56:44",1.785333404601E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=1721 PCI=3",36
"2026-07-29 16:56:44",1.785333404601E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=1721 PCI=1",36
"2026-07-29 16:56:44",1.785333404601E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=3750 PCI=134",36
"2026-07-29 16:56:44",1.785333404601E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:44",1.785333404601E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=316 earfcn=3750 sfn=5349 tac=0x1E94 cid=0xBE8EFFB band=8 plmn=250-02,250-11",26
"2026-07-29 16:56:44",1.785333404601E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=3750 PCI=134 RSRP=-83 RSRQ=0 RSSI=-81",40
"2026-07-29 16:56:44",1.785333404601E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=3750 PCI=134",36
"2026-07-29 16:56:44",1.785333404601E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:44",1.785333404601E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=359 earfcn=3750 sfn=21893 tac=0x1E94 cid=0xBE8EFFC band=8 plmn=250-02,250-11",26
"2026-07-29 16:56:44",1.785333404601E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=3750 PCI=134 RSRP=-88 RSRQ=0 RSSI=-81",40
"2026-07-29 16:56:44",1.785333404601E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=3750 PCI=132",36
"2026-07-29 16:56:44",1.785333404601E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:46",1.78533340614E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=3750 PCI=1",36
"2026-07-29 16:56:46",1.78533340614E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=1820 PCI=133",36
"2026-07-29 16:56:46",1.78533340614E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:46",1.78533340614E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=157 earfcn=1820 sfn=23013 tac=0x1E94 cid=0xBE8EFCC band=3 plmn=250-02,250-11",26
"2026-07-29 16:56:46",1.78533340614E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=1820 PCI=133 RSRP=-80 RSRQ=0 RSSI=-82",40
"2026-07-29 16:56:46",1.78533340614E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=1820 PCI=7",36
"2026-07-29 16:56:46",1.78533340614E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:46",1.78533340614E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=447 earfcn=1820 sfn=19461 tac=0x1E94 cid=0xC00A4CF band=3 plmn=250-02,250-11",26
"2026-07-29 16:56:46",1.78533340614E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=1820 PCI=7 RSRP=-89 RSRQ=0 RSSI=-85",40
"2026-07-29 16:56:46",1.78533340614E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=1820 PCI=134",36
"2026-07-29 16:56:46",1.78533340614E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:46",1.78533340614E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=275 earfcn=1820 sfn=56165 tac=0x1E94 cid=0xBE8EFCD band=3 plmn=250-02,250-11",26
"2026-07-29 16:56:46",1.78533340614E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=1820 PCI=134 RSRP=-87 RSRQ=0 RSSI=-82",40
"2026-07-29 16:56:46",1.78533340614E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=525 PCI=133",36
"2026-07-29 16:56:46",1.78533340614E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:46",1.78533340614E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=182 earfcn=525 sfn=4901 tac=0x02A6 cid=0xBEBA666 band=1 plmn=250-99",22
"2026-07-29 16:56:46",1.78533340614E9,0xB17F,LTE,"ML1 SCell Meas/Eval","ML1 SCell Meas/Eval","EARFCN=525 PCI=133 RSRP=-83 RSRQ=0 RSSI=-78",40
"2026-07-29 16:56:46",1.78533340614E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=525 PCI=133",36
"2026-07-29 16:56:46",1.78533340614E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:46",1.78533340614E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=525 PCI=133",36
"2026-07-29 16:56:46",1.78533340614E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:46",1.78533340614E9,0xB197,LTE,"ML1 SCell Info","ML1 SCell Info","EARFCN=525 PCI=133",36
"2026-07-29 16:56:46",1.78533340614E9,0xB0C1,LTE_RRC,"","LTE RRC MIB","",11
"2026-07-29 16:56:46",1.78533340614E9,0xB0C0,LTE_RRC,"BCCH-DL-SCH","SIB1","pdu=3 pci=244 earfcn=525 sfn=229 tac=0x02A6 cid=0xBEB9D66 band=1 plmn=250-99",22
