sep=,
rat,arfcn,band,pci,bsic,ncc,bcc,mcc,mnc,lac,cid,signal_dbm,rsrq,c1,c2,serving,seen,first_seen,last_seen,lat,lon
GSM,984,GSM900,,,,,,,,,-81,,,,0,88,2026-07-29 17:18:15,2026-07-29 17:28:14,,
GSM,188,GSM850,,,,,,,,,-81,,,,0,88,2026-07-29 17:18:15,2026-07-29 17:28:14,,
GSM,736,DCS1800,,,,,,,,,-81,,,,0,88,2026-07-29 17:18:15,2026-07-29 17:28:14,,
GSM,516,DCS1800,,,,,,,,,-81,,,,0,88,2026-07-29 17:18:15,2026-07-29 17:28:14,,
GSM,572,DCS1800,,,,,,,,,-81,,,,0,88,2026-07-29 17:18:15,2026-07-29 17:28:14,,
GSM,569,DCS1800,,,,,,,,,-81,,,,0,88,2026-07-29 17:18:15,2026-07-29 17:28:14,,
GSM,70,GSM900,,,,,,,,,-108,,,,0,3497,2026-07-29 17:18:37,2026-07-29 17:28:14,,
GSM,645,DCS1800,,,,,,,,,-74,,,,0,7498,2026-07-29 17:18:37,2026-07-29 17:28:14,,
GSM,647,DCS1800,,,,,,,,,-76,,,,0,4974,2026-07-29 17:18:37,2026-07-29 17:28:14,,
GSM,587,DCS1800,,,,,,,,,-81,,,,0,1342,2026-07-29 17:18:37,2026-07-29 17:28:14,,
GSM,591,DCS1800,,,,,,,,,-68,,,,0,4289,2026-07-29 17:18:37,2026-07-29 17:28:14,,
GSM,80,GSM900,,,,,,,,,-86,,,,0,916,2026-07-29 17:18:37,2026-07-29 17:28:14,,
GSM,73,GSM900,,,,,,,,,-92,,,,0,669,2026-07-29 17:18:37,2026-07-29 17:28:14,,
GSM,86,GSM900,,,,,,,,,-96,,,,0,457,2026-07-29 17:18:37,2026-07-29 17:28:14,,
LTE,525,B1,135,,,,,,,,-103,,,,0,2442,2026-07-29 17:19:31,2026-07-29 17:28:14,,
LTE,1414,B3,207,,,,250,99,3478,200009735,,,,,0,129,2026-07-29 17:20:18,2026-07-29 17:28:14,,
LTE,525,B1,31,,,,,,,,-104,,,,0,249,2026-07-29 17:20:18,2026-07-29 17:28:14,,
GSM,739,DCS1800,,0,0,0,,,,,-113,,,,0,1,2026-07-29 16:56:02,2026-07-29 16:56:02,,
GSM,681,DCS1800,,0,0,0,,,,,-113,,,,0,1,2026-07-29 16:56:02,2026-07-29 16:56:02,,
GSM,64,GSM900,,0,0,0,,,,,-113,,,,0,1,2026-07-29 16:56:02,2026-07-29 16:56:02,,
GSM,1016,GSM900,,0,0,0,,,,,-113,,,,0,1,2026-07-29 16:56:02,2026-07-29 16:56:02,,
GSM,1017,GSM900,,0,0,0,,,,,-113,,,,0,1,2026-07-29 16:56:02,2026-07-29 16:56:02,,
GSM,1018,GSM900,,0,0,0,,,,,-113,,,,0,1,2026-07-29 16:56:02,2026-07-29 16:56:02,,
GSM,1019,GSM900,,0,0,0,,,,,-113,,,,0,1,2026-07-29 16:56:02,2026-07-29 16:56:02,,
GSM,1020,GSM900,,0,0,0,,,,,-113,,,,0,1,2026-07-29 16:56:02,2026-07-29 16:56:02,,
LTE,38100,B38,315,,,,,,,,-94,-16,,,0,1,2026-07-29 16:59:59,2026-07-29 17:00:02,,
LTE,38100,B38,452,,,,,,,,-108,-20,,,0,1,2026-07-29 17:11:14,2026-07-29 17:11:17,,
